CaseID	CrashDate	CrashTime	VehicleCount	TruckCount	CarCount	NonMotoristCount	CrashType	CrashPARSevCode	CrashRESSevCode	Summary	Day	CollisionType	Treatment	OCCFatality	CRAAlcohol	AnyDrugsCrash	PSU	PSUStrata	RATWeight
820004862	2002-02-01	14:45	2	2	0	0	VEHICLE TO VEHICLE -+- ANGLE/SIDESWIPE	4	4	A collision involving two vehicles occurred on a clear winter afternoon at an intersection with two urban municipal roads.  The north/south road was a four-lane, undivided, asphalt, straight, level and dry roadway controlled by a stop sign. The speed limi	6	60	4	1	9	1	78	12	49.662
820004962	2002-03-01	20:25	3	1	2	0	Multi-vehicle/Multi-events -+- Rear end	3	3	This three-vehicle crash occurred on a divided interstate freeway.  A large mountainous desert area divides this roadway.  The crash occurred on the westbound portion of the freeway.  This section has two lanes of travel and is bordered on both sides by g	2	53	3	0	9	1	78	12	138.103
820004963	2002-03-01	21:16	1	1	0	0	Vehicle to object -+- Object off road	3	2	A single-vehicle crash occurred on a rural, unlit four-lane interstate traffic way.  This traffic way is divided with a depressed median and there are two lanes in either direction.  At the location of the crash the eastbound roadway is traveling over a b	3	57	3	0	2	1	78	12	260.223
820005022	2002-03-01	07:50	2	2	0	0	Vehicle to Vehicle -+- rear-end	2	2	A two-vehicle crash occurred on a rural four-lane interstate that was divided by a depressed median.  There were two eastbound lanes and two westbound lanes on either side on the median.  The roadway was constructed of asphalt with paved shoulders that ha	3	60	4	0	2	1	78	12	260.223
820005082	2002-04-01	08:53	2	1	1	0	Vehicle to Vehicle -+- Rear-end	3	3	This two-vehicle crash occurred on a rural four-lane interstate.  The two westbound lanes and two eastbound lanes were separated by an extended median.  The roadway was bituminous, dry, and uphill at 9% with a curve to the right.  The crash occurred in th	6	30	3	0	2	2	78	12	138.103
820005102	2002-04-01	16:41	2	1	1	0	Vehicle to vehicle -+- Rear-end	4	4	A two-vehicle crash occurred on a four-lane interstate with a depressed median.  The road was constructed of asphalt and had a 1.4 meter paved shoulder on the median side and a three meter paved shoulder on the outside edge of the eastbound lanes where th	3	66	3	1	9	1	78	12	49.662
820005202	2002-05-01	15:34	2	1	1	0	Vehicle to Vehicle -+- Head-on	4	4	A two-vehicle crash occurred on a two-lane, undivided, bituminous, straight, dry, rural roadway.  This level road accommodates east/west traffic.  There is a yellow painted broken centerline and a white painted fog line on the outside edge of each lane.	6	30	3	2	9	1	78	12	49.662
820005442	2002-08-01	06:30	2	1	1	0	vehicle to vehicle -+- angle	4	4	A two-vehicle crash happened on a summer morning in the daylight with clear weather.  The crash occurred at an intersection of two state highways.  The north/south roadway was comprised of three lanes, one being a left turn lane for traffic to head west.	1	30	0	1	9	2	78	12	49.662
820005502	2002-08-01	08:49	3	1	2	0	multiple vehicles -+- multiple impacts	3	2	This three-vehicle crash occurred at 0849 hours on a two-way urban roadway with two northbound and three southbound lanes divided by a raised median.  This crash occurred in the two northbound lanes on dry paved asphalt.  A bicycle lane bordered the numbe	3	18	4	0	2	1	78	12	260.223
820005722	2002-10-01	07:28	2	2	0	0	vehicle to vehicle -+- angle	3	3	A two-vehicle crash occurred at an intersection of two county rural streets.  Both roads were two lanes, undivided, straight and level.  There were no stabilized shoulders.  It was morning in the daylight hours and the weather was clear.  The north/south	4	60	3	0	2	1	78	12	138.103
820005922	2002-12-01	13:00	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	3	This is an intersection related crash involving a heavy truck and a car.  Vehicle one was a 2001 two-door Ford Explorer, southbound on a rural, 2-lane, dry, level, bituminous roadway approaching an intersection controlled by a stop sign for southbound tra	2	47	3	0	2	2	78	12	138.103
820005942	2003-01-01	08:15	2	1	1	0	Vehicle to vehicle -+- Rear end	2	2	This was a crash involving a passenger car and a commercial motor vehicle.  Vehicle one was a 1987 Pontiac 6000 4-door sedan. Vehicle two was a 2000 Freightliner tractor pulling an empty 1995 Great Dane refrigerated trailer.    The vehicles were exiting a	6	30	4	0	2	1	78	12	260.223
820006002	2003-01-01	14:12	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	4	4	This is a crash involving a passenger vehicle and a commercial motor vehicle at an intersection.  Vehicle one was traveling south on a rural, 2-lane, dry, bituminous undivided roadway approaching an intersection with a east side off-ramp and a west side o	3	30	0	1	9	2	78	12	49.662
820006003	2003-01-01	19:06	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	3	A collision that involved a passenger vehicle, a 1993 Mazda Protege (vehicle one) and a commercial motor vehicle, a 2003 Freightliner conventional cab tractor pulling a 2003 Utility refrigerated semi-trailer loaded with 35,381 kgs (78,000 pounds) of produ	4	30	3	0	2	1	78	12	138.103
820006082	2003-02-01	13:02	3	1	2	0	Vehicle to vehicle -+- Angle/sideswipe	2	3	This was a crash involving three vehicles. The weather was clear, the roadway dry and it was daylight at the time of the crash (1330 hours). Vehicle one was a 1989 Chevrolet Cavalier 4-door sedan traveling eastbound on a rural, level, 2-lane bituminous ro	5	28	4	0	2	1	78	12	138.103
820006142	2003-02-01	12:20	3	1	2	0	Multi-vehicle -+- Rear end	4	4	A crash involved three vehicles occurred at a "T" intersection. The weather was clear, the roadway dry and it was daylight at the time of the crash that occurred at approximately 1220 hours on a weekday.   Vehicle one was a 1989 Chevrolet S-10 pickup, veh	6	65	4	1	1	1	78	12	49.662
820006162	2003-02-01	11:00	1	1	0	0	Vehicle to Object(s) -+- Object off road	1	2	This was a crash involving a non-contact motor home and a commercial motor vehicle.  The crash occurred at a cross intersection of two rural State highways.  The northbound intersecting highway was controlled by a stop sign.  The east and westbound highwa	5	57	4	0	2	2	78	12	260.223
820006182	2003-03-01	14:15	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	4	4	This two-vehicle crash occurred on a two-lane undivided roadway.  This roadway is straight and level with no defects.  The crash occurred during daylight hours with no adverse atmospheric conditions.  This road has a speed limit of 50 mph (80 kmph).  Vehi	3	30	3	1	9	1	78	12	49.662
820006202	2003-03-01	19:00	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	2	2	A two-vehicle crash occurred on a four lane divided interstate freeway.  This freeway had two lanes in either direction with a depressed median.  The crash occurred on the eastbound lanes, which were straight with a slight uphill grade.  The speed limit o	5	54	3	0	1	1	78	12	260.223
820006242	2003-03-01	01:11	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	4	4	This two-vehicle crash occurred at the urban T intersection of a two-lane asphalt roadway and a three-lane asphalt roadway.  The two-lane road is controlled by a stop sign.  Both roads are level with no defects.  This crash occurred during nighttime hours	6	54	3	1	1	1	78	12	49.662
820006265	2003-03-01	03:35	2	1	1	0	Vehicle to vehicle -+- Rear end	3	3	A two-vehicle crash occurred on a four-lane divided rural interstate freeway.  This freeway has two-lanes in either direction with a wide depressed median separating the travel lanes.  This crash occurred on the westbound lanes, which in the area of the c	1	30	3	0	9	2	78	12	138.103
820006282	2003-03-01	11:27	1	1	0	0	Vehicle to Object(s) -+- Rollover	2	3	This was a single vehicle large truck rollover crash.  Vehicle one was a 1987 International straight truck equipped with a 12-cubic-yard capacity (9.17-cubic-meters) cement mixer with three (3) lift axles all of which were lowered and in use.  Vehicle one	4	57	4	0	2	1	78	12	138.103
820006302	2003-03-01	12:29	3	1	2	0	Multi-vehicle -+- Rear end	4	4	This was a rear-end collision involving three vehicles, two passenger cars and a commercial motor vehicle, that occurred during daylight hours. The three vehicles were westbound on a rural, dry, level, bituminous, divided interstate roadway and all three	2	12	3	1	1	1	78	12	49.662
820006362	2003-04-01	01:45	2	1	1	0	Vehicle to vehicle -+- Head-on	4	4	A two-vehicle crash occurred on a two-lane undivided state highway.  This asphalt roadway is straight and level with no defects noted.  The speed limit on the roadway is 55 mph (89 kmph).  This crash occurred during nighttime hours without additional ligh	2	47	4	1	9	2	78	12	49.662
821003690	2001-03-01	11:25	2	1	1	0	Vehicle to vehicle -+- Rear end	4	4	The crash occurred at 1125 hours in the westbound travel lanes of a divided eight-lane urban interstate freeway with a posted speed limit of 105KPH (e.g. 65MPH).   The roadway was dry and level with medium traffic conditions.    Vehicle two, a 1995 Ford L	5	30	3	1	2	2	79	10	0
821003708	2001-04-01	13:20	2	1	1	0	Vehicle to vehicle -+- angle	2	2	A crash occurred in the northbound lanes of a barrier divided, urban interstate at approximately 1320 hours.  Northbound there were six straight, level, concrete travel lanes with a right shoulder.  The posted speed limit was 65 mph (105 kmph) for passeng	4	30	3	0	2	2	79	10	12.701
821003807	2001-04-01	12:25	2	1	0	0	Vehicle to Vehicle -+- Angle	4	4	The crash occurred at an urban intersection at 1225 hours on a Friday afternoon.  The involved vehicles were westbound on a two-lane, one-way street that intersects a four-lane, north/south, two-way, undivided street.  The intersection was controlled by a	6	58	1	0	2	1	79	10	2.424
821003827	2001-04-01	04:56	2	1	1	0	Vehicle to Vehicle -+- Rear-End	4	4	A collision occurred at approximately 0500 hours on a barrier divided, east/west urban freeway. Eastbound there are four travel lanes, a 3.4-meter wide (11-feet) paved right shoulder with 15cm (6") raised curb, and a gravel/dirt turnout area which is appr	5	47	4	1	1	1	79	10	0
821003867	2001-05-01	10:30	2	1	1	0	Vehicle / vehicle -+- Angle	2	2	A collision occurred in the six northbound travel lanes of an urban, divided Interstate freeway at approximately 1030 hours on a weekday.  The concrete roadway was level and dry and curved slightly to the left, the speed limit was 65 mph (105 kmph).  Vehi	5	54	4	0	2	1	79	10	12.701
821003908	2001-05-01	11:31	4	2	1	0	Multi-Vehicle -+- Rear-End	3	3	A collision involving four vehicles occurred on an urban five-lane, level concrete interstate freeway in these northbound travel lanes. The posted speed limit was 65 mph (105 kmph) and traffic was heavy due to an unrelated crash ahead. All involved vehicl	4	33	3	0	2	2	79	10	6.74
821003909	2001-06-01	17:35	3	1	2	0	Multi-Vehicle -+- Jackknife/Angle	4	4	A collision involving three vehicles occurred in the five northbound lanes of a physically divided urban interstate freeway.  The northbound lanes were comprised of concrete and they were dry, straight and level. At the time of the collision, there was he	6	12	0	1	2	2	79	10	2.424
821003910	2001-06-01	14:30	2	1	1	0	Vehicle to object -+- Object off road	1	2	A two-vehicle crash occurred during the late afternoon hours in rush hour traffic on an urban concrete physically divided freeway.  A concrete traffic barrier divides this freeway.  This road has five lanes in the west lanes, four travel lanes, and one hi	5	30	4	0	2	1	79	10	12.701
821003947	2001-06-01	15:35	1	1	0	0	Single vehicle -+- Head-On	4	4	A single vehicle crash occurred on a spring afternoon with clear weather and dry road conditions.  The incident occurred on an urban roadway that was an elevated transition road from one freeway to another, so therefore the crash was junction related.  Th	3	57	1	1	2	2	79	10	2.424
821004027	2001-07-01	06:20	3	1	2	0	Multi-Vehicle -+- Rear-End	4	4	A three-vehicle collision occurred as all vehicles were heading east in the five eastbound lanes of a straight, level, physically divided ten-lane interstate. The collision occurred at approximately 0630 hours on a weekend. There were no adverse weather c	7	22	1	1	2	2	79	10	2.424
821004047	2001-07-01	04:55	3	1	2	0	Multi-Vehicle -+- Rear-end	2	3	A collision occurred on a ten-lane (five lanes westbound/5 lanes eastbound), divided, straight, level, dry asphalt surface urban interstate with a posted speed limit of 105 kmph (65 mph) for non-commercial vehicles and 89 kmph (55 mph) for large trucks.	7	51	4	0	2	2	79	10	6.74
821004067	2001-07-01	07:45	2	1	1	0	Vehicle to vehicle -+- Head-on	4	4	A crash involving two vehicles occurred during the early morning (daylight) hours on a clear and sunny weekday. The crash occurred on an east/west two lane, rural, county road.  A solid painted yellow line divided the eastbound and westbound lanes and the	6	54	4	1	2	1	79	10	2.424
821004107	2001-08-01	12:00	1	1	0	0	Single vehicle -+- Object off road	2	3	This single vehicle crash occurred on a three-lane urban freeway off ramp.  This off ramp is exiting a state freeway with an unknown number of lanes.  This off ramp is controlled at the end by a signalized light at an intersection with an unknown roadway.	4	57	4	0	2	2	79	10	6.74
821004167	2001-08-01	13:05	3	2	0	0	Multi-Vehicle/Multi-event -+- Rear-end	3	3	A three-vehicle crash occurred an eight-lane divided interstate freeway.  There are four lanes in either direction, with a barrier separating the travel lanes.  This crash occurred on the northbound lanes, which are straight and level.  The posted speed l	4	61	4	0	2	1	79	10	6.74
